"year","recipient_code","to_di_id","flow_code","category","finance_type","aid_type","usd_disbursement","short_description","purpose_code","sector_code","channel_code","long_description","ftc","pba","budget_or_transaction","budget_type","iati_identifier","donor_code","from_di_id"
2011,218,"ZA",10,,110,"C01",18931.4932614,"Water Remote Sensing System",140,14015,,"REMOTE SENSING SYSTEM FOR EFFICIENT WATER AND NITROGEN USE","False","False","Transaction",,"NL-1-PPR-22400",7,"NL"
2015,259,"MZ",10,,110,"C01",3482.25,"HIV/AIDS - Administration and Oversight (HIV) - Assistance for HIV/AIDS",130,13040,,"PEPFAR: HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training programs, equipment and supplies, ICASS, vehicle fuel and maintenance, maintenance contracts, janitorial services, operational unit web page development and maintenance, outreach such as publications and the cost of their preparation (including staff costs), and technical assistance to ensure USG compliance with regulations. - Assistance for HIV/AIDS","False","False","Transaction",,"US-GOV-1-MZ-656-PO-SMZ50015M0700",302,"US"
2013,730,"CN",,,,"C01",791666.6635,"CN-Hubei Xiangyang Urban Transport",210,21020,,"The development objective for the Hubei Xiangfan Urban Transport Project for China is to improve mobility and accessibility within and to the Xiangcheng District of Xiangyang in an integrated, efficient and safe manner. There are four components to the project. The first component of the project is public transport. This will include investment in: (a) construction of traffic management, safety, and bus priority facilities along Route 13 corridor; (b) reconstruction of select bus bays along the Route 13 corridor in selected locations; (c) construction of two bus depots and upgrading of the bus terminal in front of the city's railway station; (d) acquisition of high capacity buses, and intelligent transit applications; and (e) provision of technical assistance for detailed design and implementation of the application of the integrated corridor management approach. The second component of the project is urban roads. This will include investment in: (a) construction of the east section of the South Ring road; (b) construction of selected primary roads and secondary roads in the Panggong area; and (c) provision of technical assistance for detailed design and implementation aimed at integration of land use and transport development. . The third component of the project is traffic management. This will include investment in: (a) construction of management and safety facilities on the Tanxi/Xijie/Dongjie corridor, major junctions on the west section of South Ring Road, and selected roads in Panggong area; (b) acquisition of an area traffic control system, including installation of traffic signals on Route 13 corridor, Tanxi/Xijie/Dongjie corridor, major junctions on South Ring Road, and project roads in Panggong area, and acquisition of equipment for a traffic command center and enforcement and monitoring equipment; (c) carrying out of a road user education program; and (d)","False","False","Budget",1,"44000-P119071",905,"ida"
2009,256,"MR",10,,110,"D01",824.605768806,"Canadian College Partnership Program (CCPP) - 2001-2011",111,11130,,"The goal of the Canadian College Partnership Program is to increase the capacity of educational and training organizations in developing countries to address their respective country's sustainable development priorities. The program provides funding on a cost-shared basis for projects developed by Canadian community colleges, vocational colleges, and similar institutions. The projects funded aim to build the capacities of educational and training institutions in developing countries to address the development needs of the communities they serve.   The program supports two categories of projects: (1) major development and institutional strengthening projects that often involve policy development, planning, and the management of technical and vocational training systems and (2) smaller, more narrowly defined partnership projects that focus on institutional capacity building and poverty reduction in specific communities.","False","False","Transaction",,"CA-3-S061266PRG",301,"CA"
2012,998,"998",10,,110,"C01",13916.2953116,"Forest Governance Markets and Climate -Programme Facilitation",410,41010,,"Title: Forest Governance Markets and Climate -Programme Facilitation","False","False","Budget",2,"GB-1-201724-102",12,"GB"
2020,251,"LR",,,,"C01",166666.67,"Social Safety Nets Project",160,16010,,"The objective of the Social Safety Nets Project for Liberia is to establish the key building blocks of a basic national safety net delivery system and provide income support to households who are both extremely poor and food insecure in the Republic of Liberia. There are three components to the project, the first component being strengthening of the national social safety net system. The objective of this component is to improve efficiency, enhance capacity, and strengthen the national SSN system in Liberia through the development of the basic building blocks of a safety net delivery system. This component will finance the development of an SR, defined as an information system that includes data as well as MIS functions, to transform that data according to basic business processes for delivering social assistance. The second component is the cash transfers to extremely poor and food insecure households. The objective of this component is to provide income support to about 10,000 extremely poor and food insecure households in Liberia through regular cash transfers and accompanying measures. This component will be implemented in the Bomi, Maryland, Grand Kru, and River Gee Counties. These counties have been selected because they have the highest rates of poverty and food insecurity in comparison to all other counties in Liberia. Finally, the third component is the project management and capacity building. The objective of this component is to finance project management and capacity building of the SSNP implemented by the Ministry of Gender, Children, and Social Protection, or MGCSP. The component will also strengthen coordination among safety net programs at the national and subnational levels.","False","False","Budget",1,"44000-P155293",905,"ida"
2012,645,"IN",10,,110,"C01",31113.2237204,"PROCOFSERVICES for Support Programme for Urban Reforms Bihar",151,15150,,"Title: PROCOFSERVICES for Support Programme for Urban Reforms Bihar","False","False","Transaction",,"GB-1-114040-101",12,"GB"
2017,261,"NG",,,110,"B03",190485.418613,"Enhancing the Ability of Frontline Health Workers to Improve Health",130,13081,,"This project seeks to improve the health of infants, children, women and men in Bauchi and Cross River States and reduce deaths. The project aims to increase the quantity and quality of frontline health care workers, such as midwives, nurses, and community health workers, in order to improve the delivery of maternal, newborn and child health care services for 1.9 million pregnant women and mothers and 1.7 million children under five. It also seeks to build the capacity of Nigeria's Ministry of Health to support the states in meeting national health standards. The project also seeks to reduce the overall burden of disease in Bauchi and Cross River States.  Some project activities include: (i) improving the ability of 11 training centres to effectively train frontline health care workers; (ii) providing assistance to support ministries of health, professional associations and regulators to better manage the frontline health care workforce; and (iii) improving the ability of ministries of health to develop, implement and manage evidence-based health policies and programs that allow for better long-term deployment and management of frontline health care workers.  The project is implemented in collaboration with the Population Council and the Global Health Workforce Alliance.","False","False","Budget",1,"CA-3-A035024001",301,"CA"
2010,282,"TZ",10,,110,"C01",1140000.93542,"INF REHAB.MANDELA RD.-MALTAURO/SPEN/STIR JV (EUR 24,647,156.",210,21020,,"INF REHAB.MANDELA RD.-MALTAURO/SPEN/STIR JV (EUR 24,647,156.","False","False","Transaction",,"XI-IATI-EC_DEVCO-2007/194-669",918,"EU"
2013,289,"289",10,,110,"C01",424.283464774,"TradeMark Southern Africa Monitoring and Evaluation/Value for Money costs",331,33120,,"Title: TradeMark Southern Africa Monitoring and Evaluation/Value for Money costs","False","False","Transaction",,"GB-1-114050-101",12,"GB"
2010,625,"AF",,,,"C01",333333.3325,"AF: Emergency Power Rehabilitation Proj",230,23020,,"The objective of the Emergency Power Rehabilitation Project for Afghanistan is to provide an improved and more reliable power supply to the people in Kabul. Initially, project implementation had been very slow. In December 2006, the project was restructured to: (i) reduce the scope of part A of the project to rehabilitate and expand the core medium voltage network in Kabul and reallocate credit proceeds to finance critical parts of the northern transmission system to allow the import of lower cost power from neighboring countries to supply Kabul (an added part G of the project); (ii) outsource project management to a consulting firm to mitigate project implementation delays; (iii) revise the project's outcome indicator to increased grid supplied power consumption by customers in Kabul by 70 percent at the end of the project; and (iv) extend the credit closing date by 20 months from January 31, 2009 to September 30, 2010.","False","False","Budget",2,"44000-P083908",905,"ida"
,225,"AO",10,,110,"C01",5775.983537,"Fornecimento de 9 armários e 2 estantes para o projecto de apoio ao sector privado GFA-AAPCIL",520,52010,,"Fourniture de 9 armoires pour archives et 2 tables dappui  pour lAAPCIL et GFA à remettre à lAT de GFA à Lubango","False","False","Budget",1,"XI-IATI-EC_DEVCO-2006/130-956",918,"EU"
,133,"LY",10,,110,"CO1",,"Global English Connect",112,11230,,"Online, digital and media resources for learners to improve their English language skills.","False","False","Transaction",,"GB-3-A-02462",12,"GB"
2015,278,"SD",10,,110,"C01",38223.98935,"Legislation Policies, standards and codes of conduct are in place, evidence, data systems, national capacities and Mechanisms to coordinate strengthened, and behaviour change communication.",160,16010,,"Title: Legislation Policies, standards and codes of conduct are in place, evidence, data systems, national capacities and Mechanisms to coordinate strengthened, and behaviour change communication.","False","False","Budget",2,"GB-1-203407-101",12,"GB"
2014,289,"289",10,,110,"C01",86684.1196578,"Road Bridges in Northern Ghana",210,21020,,,"False","False","Transaction",,"DK-1-186782-27909",3,"DK"
2015,261,"NG",10,,110,"C01",228752.366351,"Implementation phase-Mobilisation for Development (M4D)",151,15112,,"Title: Implementation phase-Mobilisation for Development (M4D)","False","False","Transaction",,"GB-1-202352-102",12,"GB"
2015,336,"CR",10,,110,"B03",60585.5040559,"POLICY AND INFORMATION SYSTEM",160,16062,,"2.1.1 By 2017, the Children and Adolescents' Information System (SINA) generates information that informs policy makers  for theformulation and revisions of legislations, public policies and programs targeted at reducing inequities .","False","False","Budget",2,"41122-Costa Rica-1020/A0/05/003/001",963,"unicef"
2016,998,"998",10,,110,"B03",0,"OUTPUT 4.1 EVIDENCE BASE",160,16010,,"Output 4.1: Improved evidence base on child poverty, the effectiveness of the current social protection system and the cost,affordability and impact of alternative policy options.","False","False","Budget",2,"41122-Indonesia-2070/A0/05/004/001",963,"unicef"
2015,340,"DO",10,,110,"C01",50000,"LINKAGES",121,12110,,"New mechanism, agreed in Washington DC August review meeting : Linkages aims to accelerate the ability of national governments, key populations (KP) civil society organizations and private sector providers to more effectively plan, deliver and optimize comprehensive HIV/AIDS prevention, care and treatment services at scale that reduce HIV transmission among KPs and their sexual partners and extend life for those who are HIV positive. The Linkages project provides overarching technical leadership in KP programming for USAID Missions. In the Dominican Republic, the project will provide technical assistance by working with APC to ensure the quality of programs for KP. The first step will be a technical review visit, potential support needs to be explored include – analysis of linkages across the clinical cascade for key populations and design/improvement of interventions to address gaps; development of community-based counseling, testing and referral protocols, designed around maximizing yield and efficiency of testing; prevention case management for highest risk members of KPs. 
","False","False","Transaction",,"US-11-OGAC-17762-2014",302,"US"
2014,278,"SD",10,,110,"E01",,"To provide Chevening scholarships to students from ODA-eligible countries in the region, enabling them to pursue postgraduate study at UK higher education institutions",114,11420,,"Scholarships","False","False","Transaction",,"GB-3-PID-000066",12,"GB"
2017,85,"UA",,,110,"D01",865842.811875,"Expert Deployment for Governance and Economic Growth",151,15112,,"This project assists Ukraine's national and sub-national governments to develop and implement transitional and long-term governance and economic reforms in a more inclusive and transparent way, meeting the needs of Ukrainian citizens. It shares Canadian and international expertise in these areas with Ukrainian officials and citizens through a permanent team of advisors as well as the mobilization of other experts as needed.  Activities include: (1) assisting Ukrainian officials and stakeholders to develop and implement transparency and anti-corruption policies and programming; (2) coaching officials at the national and sub-national level to plan, coordinate and implement reform plans in priority sectors; (3) training officials to create and manage tools and processes to sustain change management; and (4) coaching representatives from governments and civil society organizations to promote citizens’ participation in public decision making to ensure transparent public services delivery.","False","False","Budget",1,"CA-3-D000765001",301,"CA"
2011,253,"MW",10,,110,"B02",6122.09444571,"Commonwealth Fund for Technical Cooperation - Institutional Support - 2010-11",121,12110,,"This grant represents Canada’s institutional support to the Commonwealth Secretariat’s Commonwealth Fund for Technical Cooperation (CFTC). The Commonwealth Secretariat uses these funds, along with other donor funding, to achieve its mandate.   The Commonwealth Secretariat’s mandate is to work as a trusted partner for all Commonwealth people as: a force for peace, democracy, equality, equity, respect and good governance; a catalyst for global consensus-building; and a source of assistance for sustainable development and poverty eradication.   Canada’s support to the Commonwealth Secretariat contributes to achieving progress in democracy, rule of law, human rights, public sector development, economic development, environmentally sustainable development, and human development in developing countries across the Commonwealth.","False","False","Transaction",,"CA-3-M013355001",301,"CA"
2016,798,"798",10,,110,"C01",253997.271639,"Crowd Power – building the evidence base on how crowdfunding for energy access can support economic, social and environmental development objectives in sub-Saharan Africa and Asia. Research",321,32182,,"Title: Crowd Power – building the evidence base on how crowdfunding for energy access can support economic, social and environmental development objectives in sub-Saharan Africa and Asia. Research","False","False","Transaction",,"GB-1-201879-105",12,"GB"
2013,645,"IN",20,,410,"C01",82539.72,"IN: Andhra Pradesh and Telangana State C",311,31110,,"The objective of the Andhra Pradesh Community Based Tank Management Project in India is for selected tank based producers to improve agricultural productivity and water user associations to manage tank systems effectively. The closing date for the project will be extended from December 31, 2012 until September 30, 2014. The extension will enable: (i) satisfactory completion of all tank rehabilitation works, including pending dam safety works in some tanks; (ii) completion of additional works which have been identified in certain project tanks to improve the irrigation distribution system and enhance water use efficiency in these tanks; (iii) handover of rehabilitated tanks to the water user associations (WUAs) in an orderly manner for future operations and maintenance; and (iv) taking additional measures to strengthen post-project sustainability. The extension is necessary to implement the project as planned and achieve the project development objectives. The Borrower has in place an action plan to complete the project. This will be the first extension of the project.","False","False","Transaction",,"44000-P100789",905,"ida"
2011,,"X4",10,,110,"C01",1230.35604742,"Lebanese Palestinian Dialogue Committee (LPDC) - Phase II",152,15220,,"The Lebanese Palestinian Dialogue Committee (LPDC) was established in 2006 to raise awareness of the social and humanitarian conditions of Palestinian refugees in Lebanon and to coordinate efforts by stakeholders (United Nations Relief and Works Agency-UNRWA, Lebanese ministries, the international community, etc.). LPDC is based in the office of the Prime Minister. During Phase I (100971), LPDC set up a website and commissioned papers from Lebanese and Palestinian researchers on such subjects as ""non-Ids"" - Palestinians with no official documents - and employment issues in Lebanon. LPDC was instrumental in coordinating the efforts of Lebanese stakeholders during the Nahr El Bared camp crisis in the summer of 2007, as well as ongoing reconstruction efforts. This grant will allow LPDC to provide the Government of Lebanon with the necessary technical support to develop and implement a comprehensive policy on the Palestinian refugee issue; to continue raising awareness; and to consult and coordinate stakeholders in their efforts to improve refugee living conditions.","False","False","Transaction",,"XM-DAC-301-2-105536-003",301,"CA"
2010,454,"PE",10,,110,"C01",206.20269337,"Better Access to Health and Education Services",998,99820,,"This program aims to improve health services and to ensure their sustainability. Program activities support Collaboration santé international’s local partners involved in development projects, by providing them with medical supplies and equipment, furniture and medicine, as well as training for the use of the medical equipment.","False","False","Transaction",,"CA-3-S064147PRG",301,"CA"
2016,730,"CN",,,,"C01",178749.99945,"CN-Shanxi Coal Bed Methane Development",230,23066,,"The objective of the Shanxi Coal Bed Methane Development and Utilization Project for China is to increase the production and utilization of Coal Bed Methane (CBM) and Coal Mine Methane (CMM) to replace coal as a fuel for thermal use and to reduce Green House Gas (GHGs) and local air pollutants associated with coal combustion in China. The restructuring is due to a request by the Government of China to incorporate a change in the project description in the loan agreement due to a change of project design and relocation of one project component, as well as an extension of the closing date of the project. After detailed discussions and analysis, the Bank has concurred that detailed project description in the loan agreement needs to be modified to accommodate adjustments in technical designs for a component. The closing date of the project will also be extended to June 30, 2016.","False","False","Budget",2,"44000-P100968",905,"ida"
2012,235,"CD",10,,110,"C01",1791771,"Media Sector Development Program (MSDP) in the Democratic Republic of Congo",,,,"This program supports the development of the media sector in in four target provinces: Katanga, Maniema, South Kivu, and Bandundu. Journalists, radio station managers, and other media professionals participate in training workshops and enter into mentoring relationships with seasoned media experts and practitioners to improve the quality of their news production. The program also works with civil society organizations to advocate for media regulatory reform and with government media authorities to strengthen the legal framework supporting media.","False","False","Transaction",,"US-GOV-1-CD-AID-623-A-11-00004",302,"US"
2011,279,"SS",10,,110,"C01",17756.92,"MEASURE Evaluation Phase III",,,,"MEASURE Evaluation Phase III continues the MEASURE program's 10 year initiative to improve the collection, analysis and presentation of data to promote better use in planning, policymaking, managing, monitoring and evaluating of population, health and nutrition programs. The program aims to accomplish this through achieving the following six results: (1) increased user demand for data and tools; (2) increased individual and institutional capacity in monitoring and evaluation; (3)increased collaboration and coordination in obtaining and sharing health sector data; (4) improved tools, methodologies and technical guidance; (5) increased availability of data, methods and tools; and (6) increased facilitation of data use. MEASURE Evaluation Phase III is the Global Health Bureaus primary vehicle for supporting improvements in monitoring and evaluation in population, health and nutrition worldwide.","False","False","Transaction",,"US-GOV-1-SS-AID-GHA-A-00-08-00003",302,"US"
2011,,"XZ",10,,110,"C01",2782.43028019,"ECOPOLIS Graduate Research and Design Competition (Global)",430,43030,,"As part of its strategy to create knowledge and unleash innovation, IDRC's Urban Poverty and Environment Program (UPE) is launching the ECOPOLIS Graduate Research and Design Competition. The goal of ECOPOLIS is promote research and design projects that ease the environmental problems of the urban poor in the developing world and enhance their use of natural resources for food, water and income security. The program will fund up to 10 awards per year over three years to cover expenses related to masters- or doctoral-level research and design projects. Each award will consist of up to CA $20 000 for fieldwork expenses and up to CA $20 000 for the construction of a demonstration model (up to CA $40 000 for both). Once the awardees of the third cohort have produced their reports, the three cohorts will present their projects during a conference. Selected papers will be considered for publication by UPE and or for additional support (travel funds) to present them at international conferences or exhibitions.","False","False","Transaction",,"XM-DAC-301-2-103710-001",301,"CA"
2018,728,"KH",,,,"C01",27500,"KH-LASED II (P150631)",160,16050,,"The development objective of the Land Allocation for Social and Economic Development Project for Cambodia is to help improve target beneficiaries' access to agriculture resources and selected infrastructure and social services in project communities. The project comprises of three components. The first component, infrastructure and livelihood systems; it consists of three subcomponents: (i) social land concession investment planning and prioritization will support planning and prioritization of investments in participating SLC sites in the project provinces; (ii) land preparation and infrastructure development will support the provision of technical assistance and community grants to beneficiaries for preparation and implementation of prioritized infrastructure sub-projects in the participating social land concession (SLC) sites ; and (iii) agriculture and livelihood development will support the provision of technical assistance and community grants to beneficiaries for the purposes of consolidation and improvement of agricultural production systems and improvements in the livelihoods, food security and nutrition status of land recipients. The second component, project management will support the provision of technical and operational assistance for the overall project administration and coordination. The third component, contingent emergency response will support to an immediate response mechanism (IRM) in Cambodia. The IRM allows reallocation of a portion of undisbursed balances of IDA-financed investment projects for recovery and reconstruction support following a formal Government request in the event of an eligible emergency. With IDA's support, Cambodia is developing its Emergency Response Manual (ERM). The ERM will detail eligible uses, financial management, procurement, safeguard and any other necessary implementation arrangements for the IDA IRM. The preparat","False","False","Budget",1,"44000-P150631",905,"ida"
2020,730,"CN",10,,110,"B03",1372527.04916,"PRIVATE SECTOR FUNDRAISING",998,99810,,"Private Sector Fundraising","False","False","Budget",2,"41122-China-0860/A0/05/777/002",963,"unicef"
2011,679,"679",10,,,"C01",,"CONSTRUCCIÓN DE UNA COLONIA DE VIVIENDAS",160,16040,,"ENTREGAR EN PROPIEDAD A 19 FAMILIAS SIN RECURSOS ECONÓMICOS UNA VIVIENDA DIGNA DE NUEVA CONSTRUCCIÓN, PARA EL DESARROLLO INTEGRAL DE LOS DALITS, TRIBUS Y CASTAS BAJAS","False","False","Transaction",,"ES-DIR3-E04585801-009-044979",50,"ES"
2008,252,"MG",10,,110,"C01",53215.13,"Small Project Assistance Program - SPA III",,,,"Peace Corps Small Project Assistance (SPA) program is a collaboration between the U.S. Agency for International Development (USAID) and the Peace Corps that allows volunteers and their communities to access small grants and training to implement grassroots development projects.","False","False","Transaction",,"US-GOV-1-MG-AID-DCH-T-00-06-00004",302,"US"
2007,425,"AR",20,,410,"C01",169327.8,"AR Rural Education Improvement Project",112,11220,,"The development objective of the Rural Education Improvement (PROMER) Project is to support national Government policy to: improve the coverage, efficiency, and quality of the Argentine education system, and to improve the governance of the Argentine education system through strengthening of the normative, planning, information, monitoring, and evaluation capacity at the national and provincial levels. The closing date has been extended from October 31, 2011 until December 31, 2013 to allow the government sufficient time to finalize all project activities. Proceeds have been reallocated largely because of the need to support carrying out student learning assessment on an enhanced sample of rural schools and the provision of feedback to the schools and operating costs, and the need to fund additional consultants supporting the provincial and national governments to implement the Project because it is being extended.","False","False","Transaction",,"44000-P070963",905,"ida"
2020,730,"CN",,,,"C01",218749.99965,"Poyang Lake Water Environment Management",140,14015,,"The development objectives of Poyang Lake Basin Town Water Environment Management Project for China are to reduce the pollutant discharge into selected waterways, and improve management of water quality in selected counties in the Poyang lake basin within Jiangxi province. The project comprises of four components. The first component, institutional strengthening for water management includes following key activities: (i) establishment of the lake management platform (LMP) designed to strengthen the Poyang lake basin's management, institutional, and knowledge sharing architecture; (ii) establishment of water environment monitoring systems; (iii) preparation of studies related to ecological protection of Poyang lake; (iv) preparation of sensitivity assessment of Poyang lake; and (v) enhancement of participatory sustainable lake basin management. The second component, lake and river restoration and improvement of wastewater management will restore river and lake environment for Yugan, Poyang, and Duchang counties and improve domestic wastewater system in Duchang, Jing’an, Fengxin, and Jishui counties. The third component, improvements in solid waste management will improve solid waste collection and transportation systems in the rural and urban areas of Duchang, Yugan, Jing’an, and Shangli counties, to reduce solid waste disposal to the lake and river systems of the Poyang lake basin. The fourth component, project implementation support will support the overall capacity of the project implementing entity to coordinate, manage, and supervise the implementation of the project.","False","False","Budget",1,"44000-P153604",905,"ida"
2013,549,"JO",10,,110,"C01",43466.5543102,"FOPP/2011/03, HR Defenders",430,43081,,"Building the Capacity of Young Jordanian HR Defenders at JOR Universities","False","False","Transaction",,"NL-1-PPR-23556",7,"NL"
2007,798,"798",10,,110,"C01",999038.105808,"RWI Reg Asien progr 07-09",151,15160,,"Core Support to RWI's Regional Asia Programme. Main components:1) Strengtening National HR Institutions, 2)Training programmes on Women and Human Rights, 3)Support to Human Rights studies, Mahidol univ.","True","True","Transaction",,"SE-0-SE-6-7260076101-ASI-15160",10,"SE"
2015,998,"998",10,,110,"C01",2700,"Not Applicable",430,43010,,"Award Description - The description for this item is All Other Anticrime Programs","False","False","Transaction",,"US-GOV-11-998-SINLEC14L0172",302,"US"
,238,"ET",10,,110,"C01",2327605,"A title for the grant ETH-T-FMOH has not been specified.",122,12263,,"A program description for the grant ETH-T-FMOH has not been provided.","False","False","Transaction",,"47045-ETH-T-FMOH",1312,"global-fund"
2012,248,"KE",10,,110,"D02",850000,"U.S. Forest Service Interagency Agreement",,,,"The U.S. Forest Service (USFS) will provide technical assistance to support RDMA's regional Global Climate Change mitigation programs, including the Low Emissions Asian Development (LEAD) and Lowering Emissions in Asia's Forests (LEAF) programs. The USFS will provide targeted technical assistance that supports improved forest carbon assessment methodologies, knowledge-sharing platforms focused on agriculture, forestry, and other land use (AFOLU), natural capital assessment, climate change curriculum development, forest degradation measurement and monitoring, fire management, and sustainable land management. USFS will also facilitate coordination among relevant USG agencies and USAID Missions in the region. Long-term results include strengthened regional capacity of national and international partners in low emission development strategies (LEDS) and sustainable forest management.","False","False","Transaction",,"US-GOV-1-KE-AID-AEG-T-00-07-00003",302,"US"
,233,"KM",10,,110,"C01",49787.7147169,"LOT 2 - CONTRAT CBE SARL",210,21020,,"LOT 2 - CONTRAT CBE SARL","False","False","Transaction",,"XI-IATI-EC_DEVCO-2008/194-957",918,"EU"
2012,614,"KG",,,,"C01",3028.831,"RURAL WATER SUPPLY & SAN 2",122,12261,,"The objective of the Second Rural Water Supply and Sanitation Project (RWSSP-2) is to assist the Borrower in: (i) improving access to potable water for the participating communities; and (ii) to improving hygiene, sanitation and water-related practices at individual, family and institutional levels in the rural areas. The project was approved on April 21, 2009 and aims at improving access to potable water in participating communities, and at improving hygiene, sanitation and water-related practices in rural areas. The project consists of the following four components: (i) water supply infrastructure and equipment; (ii) sanitation and hygiene promotion program; (iii) institutional development; and (iv) project management. The change is to transfer project executing agency responsibilities from State Committee of Water Resources and Amelioration (SCWRA) to Community Development and Investment Agency (ARIS), and project implementing entity responsibilities from Joint Project Management Unit (JPMU) to ARIS.","False","False","Budget",2,"44000-P110267",905,"ida"
2008,66,"MK",,,,"C01",20833.3325,"ECSEE APL #3 (FYR MACEDONIA)",230,23020,,"The countries of South East Europe including FYR Macedonia and the European Commission are cooperating to develop a regional energy market, the Energy Community of South East Europe (ECSEE), and to integrate this into the energy market of the European Union. The Third Energy Community of South East Europe Program Project (ECSEE APL 3) for the former Yugoslav Republic of Macedonia supports integration of FYR Macedonia into the regional power market. Specifically, the project would finance investments in power transmission required to support integrated operation, together with institutional development that would support market participation.   The project provides support to the Macedonian Transmission System Operator (MEPSO). Investment support would focus on a new transmission interconnection with Greece, rehabilitation of existing high voltage lines, substation rehabilitation and upgrade, and upgrade of the Energy Management System. Institutional support would focus on introducing a Financial Management Information System for MEPSO and improve accounting practices.","False","False","Budget",1,"44000-P082337",905,"ida"
2018,229,"CM",,,,"C01",549999.9996,"CMR Transport Sector Development Project",210,21050,,"The development objectives of Transport Sector Development Project for Cameroon are to: (a) strengthen transport planning; (b) improve transport efficiency and safety on the Babadjou-Bamenda section of the Yaounde - Bamenda transport corridor; and (c) enhance safety and security at selected airports. This project has four component. 1) The first component, Transport Planning and Capacity Building, aims at strengthening the capacity of the public sector in the planning, development, management and maintenance of transport infrastructure. It has the following subcomponents: (a) Training in transport planning, including data collection and management of modeling tools; (b) Institutional strengthening studies; (c) Preparation of the transport priority investment program (TPIP); (d) Identification and preparation of pilot transport infrastructure PPP projects; and (e) Development of a resilience and climate change adaptation strategy for land transport. 2) The second component, Road Transport Efficiency Improvement, is expected to reduce travel time between Babadjou and Bamenda by improving physical and safety conditions on the most degraded section of the priority road corridor linking the capital city of YaoundE to Bamenda. It has the following subcomponents: (a) Rehabilitation and reconstruction of the Babadjou-Bamenda road section of the YaoundE-Bamenda road corridor; (b) Provision of complementary infrastructure along the Babadjou-Bamenda Road section; (c) Strengthening road safety oversight; and (d) Strengthening of road asset management through provision of technical assistance and equipment. 3) The third component, Air Transport Safety and Security Improvement, focuses primarily on facilitating International Civil Aviation Organization's (ICAO) effective implementation (EI) rating of Aerodrome and Ground Assistance (AGA) at project airports (YaoundE, Douala, Garoua","False","False","Budget",2,"44000-P150999",905,"ida"
2013,248,"KE",,,,"C01",154166.66605,"KE-W Kenya CDD/Flood Mitigation (FY07)",140,14040,,"The objective of the Western Kenya Community Driven Development and Flood Mitigation Project is to empower local communities of men and women to engage in sustainable and wealth creating livelihood activities and reduce their vulnerability to flooding. Progress towards achieving the project development objective (PDO) will be monitored through a set of indicators including: (a) Number of men and women actively participating in decision making at community and district levels; (b) Percent of community and youth investment projects rated satisfactory or better by participating communities; (c) Percentage increase in real income of households in project intervention areas; and (d) Percentage reduction of financial cost induced by average annual flooding in the Budalangi flood plain. The project has three major components as follows: (a) Community Driven Development (CDD). This component will support community-prioritized investment projects to improve livelihoods and build demand and capacity for local level development at community and district level. (b) Flood Mitigation. This component will address four aspects in the Nzoia and Yala River Basins: 1) catchment management to address catchment degradation which exacerbates flooding; 2) identification and preparation of mid-catchment multipurpose structural flood protection options; 3) immediate floodplain management options; and 4) establishment of a flood early warning system. (c) Implementation Support. Through support to research, market assessments, and advocacy work, this component will support the identification and development of new opportunities for economic growth in the region. This component will also fund the establishment and running of key coordination mechanisms in the Office of the President (OP), Ministry of State for Special Programs.","False","False","Budget",2,"44000-P074106",905,"ida"
2012,338,"CU",10,,110,"C01",37298.6439122,"Oxfam Canada - Engendering Change - Program 2009-2014",151,15150,,"The main objective of the program is to reduce gender inequality by increasing the sustainability, skill set and programming reach for southern partners to deliver tangible improvements in the lives of women in food security, rural livelihoods, HIV/AIDS reduction and freedom from violence; and empower women to actively advance women’s democratic rights.    In Canada, Oxfam's methodology focuses upon mobilizing Canadians to deepen their understanding and engagement, particularly on global women's issues, aid effectiveness principles and the interplay between active citizens and effective states to affect sustainable poverty reduction.    Key activities include: capacity building of 44 partners to improve program delivery, through training and technical assistance on gender equality for women to secure improved livelihoods, access to credit, property and labour rights, and protection against HIV/AIDS and violence.   The expected results include:    • 4,211 small-holder farmers, traders and cooperative members (of which 69% or 2,902 are female) with increased sustainable incomes from local agricultural value chains; • 136 local partner staff, policy makers, practitioners and researchers with the capacity to use and replicate community asset-based entrepreneurship models to economically empower small holder farmers, particularly women; • Increased knowledge and skills of women and men in rural economic collectives to manage the production and marketing of value added products; • Improved collaboration between actors in the value chain; • Increased integration of asset-based approaches to community economic development by decision-makers and practitioners.","False","False","Transaction",,"CA-3-S064678PRG",301,"CA"
2010,769,"VN",10,,110,"C01",1023.52706749,"Core contribution to Vietnam Development Action Plan Pilott",151,15111,,"Title: Core contribution to Vietnam Development Action Plan Pilott","False","False","Transaction",,"GB-1-200500-101",12,"GB"
