ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
KWT	Kuwait	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	28.724	25.249	21.583	20.317	21.457	21.540	17.376	20.817	19.281	23.855	18.293	10.826	19.866	23.996	24.796	27.189	31.492	30.350	25.944	30.123	37.721	34.886	38.135	47.844	59.439	80.807	101.559	114.677	147.402	105.992	115.401	154.020	174.066	174.179	162.695	114.606	110.873	118.271	125.864	134.237	143.096	152.767	163.092	2015
KGZ	Kyrgyz Republic	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Kyrgyz som Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.738	5.336	12.019	16.145	23.399	30.686	34.181	48.744	65.358	73.883	75.367	83.872	94.351	100.899	113.800	141.898	187.992	201.223	220.369	285.989	310.471	355.295	400.694	430.489	458.027	491.155	527.791	576.614	627.986	680.932	739.054	2015
KGZ	Kyrgyz Republic	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.917	0.665	1.108	1.493	1.822	1.767	1.630	1.242	1.368	1.525	1.606	1.920	2.214	2.459	2.837	3.807	5.139	4.690	4.794	6.198	6.604	7.335	7.467	6.678	6.551	7.061	7.289	7.735	8.185	8.617	9.080	2015
LAO	Lao P.D.R.	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. by Activity at Constant Price 2002 Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Lao kip Data last updated: 09/2017	19.794	22.643	39.652	72.541	103.866	167.925	247.890	321.857	469.356	852.820	1,224.854	1,443.357	1,687.848	1,901.153	2,215.013	2,836.736	3,450.462	4,399.454	4,399.454	9,920.033	14,132.204	16,671.692	19,693.976	23,650.993	28,059.236	32,483.364	39,704.193	45,647.649	51,950.014	54,789.537	61,996.764	71,961.760	81,609.860	93,867.574	106,797.294	117,251.584	128,905.478	141,589.244	155,158.290	171,220.208	189,123.946	208,434.093	229,734.907	2016
LAO	Lao P.D.R.	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.913	1.118	1.119	2.047	2.930	3.685	2.577	1.815	1.182	1.460	1.742	2.053	2.354	2.652	3.081	3.579	3.726	3.515	1.334	1.415	1.720	1.757	1.844	2.259	2.649	3.049	3.915	4.757	5.948	6.431	7.504	8.963	10.195	11.974	13.266	14.363	15.768	17.152	18.674	20.444	22.365	24.383	26.576	2016
LVA	Latvia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.774	2.591	3.607	4.059	4.678	5.394	6.022	6.272	6.850	7.460	8.397	9.553	11.049	13.597	17.102	22.592	24.351	18.827	17.938	20.303	21.886	22.787	23.631	24.368	25.021	26.756	28.627	30.330	32.009	33.735	35.506	2016
LVA	Latvia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.694	2.728	4.532	5.410	5.970	6.527	7.178	7.534	7.948	8.351	9.553	11.753	14.377	16.949	21.466	30.946	35.763	26.238	23.809	28.496	28.141	30.260	31.402	27.040	27.689	30.176	33.676	35.843	37.887	39.791	41.701	2016
LBN	Lebanon	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. 2004-2014 Latest actual data: 2013. Data for 2004-2014 revised as per the latest data from the statistics office. National accounts manual used: System of National Accounts (SNA) 2008. Accounts were established according to the SNA 2008 but with simplified model adapted to Lebanon. . GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. Used by Fund staff (the authorities use 2010 as base year). Chain-weighted: Yes, from 2010 Primary domestic currency: Lebanese pound Data last updated: 09/2017	14.000	16.800	12.599	16.573	28.171	59.329	108.096	740.743	1,356.000	1,350.000	1,973.000	4,132.000	9,499.000	13,121.600	15,305.000	18,027.607	20,417.346	24,239.000	26,212.000	26,244.000	26,001.000	26,524.000	28,780.000	29,771.000	31,876.869	32,396.118	33,238.361	37,496.775	44,060.521	53,482.028	57,917.587	60,414.079	66,131.862	69,366.447	72,108.871	74,559.889	76,064.912	79,442.397	82,934.824	86,482.367	90,246.752	94,701.109	99,498.816	2013
LBN	Lebanon	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	4.074	3.894	2.656	3.660	4.327	3.614	2.817	3.298	3.314	2.718	2.838	4.452	5.546	7.535	9.110	11.119	12.997	15.745	17.289	17.405	17.248	17.595	19.091	19.749	21.146	21.490	22.049	24.873	29.228	35.477	38.420	40.076	43.869	46.014	47.833	49.459	50.458	52.698	55.015	57.368	59.865	62.820	66.003	2013
LSO	Lesotho	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015/16. 2015/2016 is latest actual data Notes: The national accounts real values have been updated from 2015 onwards. Prior to 2015 the data has been adjusted to produce smooth series with the use of splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable. National accounts manual used: The authorities produce estimates of GDP on the basis of sectoral production GDP valuation: Market prices Start/end months of reporting year: April/March. Observations for NGDP_R[12/13] and NGDP[12/13] are saved in DMX in year 2012 Base year: 2012/13. 2012/2013 is base year Chain-weighted: No Primary domestic currency: Lesotho loti Data last updated: 08/2017	0.373	0.424	0.439	0.496	0.574	0.698	0.830	0.973	1.234	1.480	1.761	2.132	2.554	2.923	3.349	3.846	4.315	4.876	5.390	5.844	6.455	7.338	8.193	8.738	9.511	10.433	11.745	13.773	16.006	17.144	19.213	21.496	23.073	25.630	28.075	30.387	33.310	37.284	40.479	44.317	48.525	53.401	59.049	2016
LSO	Lesotho	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.480	0.487	0.405	0.446	0.399	0.319	0.366	0.478	0.543	0.564	0.681	0.772	0.896	0.894	0.943	1.060	1.004	1.058	0.975	0.957	0.930	0.853	0.777	1.155	1.472	1.641	1.735	1.955	1.937	2.023	2.624	2.960	2.810	2.655	2.587	2.383	2.264	2.721	2.881	3.046	3.214	3.400	3.614	2016
LBR	Liberia	Gross domestic product, current prices	National currency	Billions	Source: Central Bank of Liberia Latest actual data: 2016 Notes: Real GDP are in billions of U.S. dollars National accounts manual used: System of National Accounts (SNA) 1993. National accounts data for LBR are staff estimates, LBR has not yet produced national accounts yet. GDP valuation: Market prices. Offical data reported in billions of U.S. dollars. Start/end months of reporting year: January/December Base year: 1992 Chain-weighted: No Primary domestic currency: U.S. dollars Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.588	0.614	0.639	0.511	0.585	0.675	0.757	0.942	1.084	1.142	1.292	1.540	1.746	1.962	2.015	2.038	2.101	2.140	2.191	2.338	2.529	2.687	2.978	2016
LBR	Liberia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.588	0.614	0.639	0.511	0.585	0.675	0.757	0.942	1.084	1.142	1.292	1.540	1.746	1.962	2.015	2.038	2.101	2.140	2.191	2.338	2.529	2.687	2.978	2016
LBY	Libya	Gross domestic product, current prices	National currency	Billions	Source: Ministry of Planning . Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Compiled using the 1968 System of National Accounts (SNA) methodology. Start/end months of reporting year: January/December Base year: 2003 Chain-weighted: No Primary domestic currency: Libyan dinar Data last updated: 08/2017	11.529	9.960	9.930	9.463	8.861	8.716	7.556	6.621	7.169	7.966	8.672	9.515	10.107	9.886	10.559	11.314	12.904	13.938	14.005	16.686	19.602	20.640	26.012	33.618	43.059	61.932	72.198	85.246	90.345	63.689	87.375	39.171	100.627	65.994	30.871	24.563	28.426	46.153	65.795	80.671	100.364	126.187	158.758	2016
LBY	Libya	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	38.941	33.641	33.541	31.963	29.930	29.440	23.987	22.294	25.067	26.594	30.644	33.908	34.358	30.921	28.796	32.690	35.683	36.531	29.960	35.975	38.271	34.112	20.471	26.186	32.996	47.335	54.963	67.690	73.917	50.808	68.974	31.999	79.759	51.896	24.262	17.784	20.463	33.314	47.491	58.229	72.444	91.082	114.592	2016
LTU	Lithuania	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2016 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2005 Primary domestic currency: European euro Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.760	9.714	11.724	13.022	12.712	13.368	14.195	15.202	16.668	18.238	21.002	24.079	29.041	32.696	26.935	28.028	31.275	33.348	35.002	36.590	37.331	38.637	41.378	43.669	46.074	48.703	51.488	54.394	2016
LTU	Lithuania	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.698	8.385	10.121	11.241	10.973	11.539	12.253	14.275	18.803	22.647	26.182	30.235	39.787	48.125	37.533	37.200	43.564	42.887	46.479	48.661	41.423	42.756	46.666	51.372	54.448	57.647	60.732	63.884	2016
LUX	Luxembourg	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995. The Luxembourg statistics office (STATEC) publishes the national accounts data starting from 2000 only. Previously, the same data were published from 1995, but when the authorities moved to the ESA 2010 standard, the historical data were only revised back to 2000. Primary domestic currency: Euro Data last updated: 09/2017	4.676	5.106	5.157	5.674	6.290	6.667	7.326	7.620	8.495	9.702	10.475	11.588	12.239	13.515	14.528	15.080	15.765	16.388	17.380	19.848	23.079	23.772	25.095	26.188	27.936	30.031	33.808	37.179	38.129	36.977	40.178	43.165	44.112	46.551	49.971	52.340	54.201	57.257	60.431	63.527	66.810	70.229	73.781	2016
LUX	Luxembourg	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	6.460	5.571	4.575	4.491	4.403	4.564	6.644	8.246	9.340	9.946	12.680	13.743	15.395	15.781	17.561	20.659	20.549	18.506	19.343	21.174	21.326	21.291	23.700	29.614	34.732	37.411	42.451	50.959	56.114	51.501	53.312	60.060	56.709	61.827	66.403	58.077	59.979	63.517	68.578	72.369	76.184	79.772	83.419	2016
MAC	Macao SAR	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2001 Primary domestic currency: Macanese pataca	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.718	58.826	65.734	84.920	96.872	118.338	147.383	167.760	171.467	225.052	294.347	343.818	411.865	442.070	362.642	358.200	408.515	440.862	472.110	501.117	528.371	556.803	2016
MAC	Macao SAR	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.811	7.323	8.195	10.586	12.092	14.790	18.341	20.917	21.475	28.124	36.708	43.032	51.552	55.348	45.415	44.859	51.160	55.211	59.124	62.757	66.170	69.731	2016
MKD	FYR Macedonia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Macedonian denar	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.408	62.245	154.030	178.345	185.629	195.607	205.029	219.918	248.646	252.393	258.581	268.693	280.787	308.447	334.839	372.889	414.890	414.622	437.297	464.186	466.703	501.891	527.631	558.240	607.452	633.846	667.211	703.695	745.066	788.870	836.862	2016
MKD	FYR Macedonia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.443	2.687	3.561	4.687	4.642	3.928	3.764	3.867	3.774	3.709	3.991	4.946	5.684	6.257	6.860	8.337	9.912	9.400	9.415	10.659	9.751	10.824	11.378	10.054	10.914	11.416	12.292	13.014	13.793	14.548	15.361	2016
MDG	Madagascar	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015 National accounts manual used: 1968 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Malagasy ariary Data last updated: 08/2017	170.800	195.363	246.642	302.305	339.000	378.640	440.760	548.640	687.360	801.060	920.780	982.720	1,118.620	1,290.180	1,826.240	2,695.735	3,244.890	3,610.027	4,068.349	4,676.786	5,248.416	5,968.616	6,008.370	6,778.630	8,155.573	10,093.834	11,816.688	13,759.733	16,080.899	16,726.272	18,245.130	20,033.885	21,773.587	23,397.022	25,774.535	28,584.819	31,769.183	35,730.759	40,182.809	45,303.654	50,397.597	55,845.558	61,570.250	2015
MDG	Madagascar	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	4.042	3.595	3.526	3.512	2.939	2.858	3.258	2.566	2.442	2.498	3.081	2.677	3.001	3.371	2.977	3.160	3.995	3.546	3.738	3.721	3.878	4.530	4.397	5.474	4.364	5.039	5.516	7.343	9.413	8.550	8.730	9.893	9.920	10.602	10.674	9.744	10.001	10.557	11.161	12.009	12.896	13.841	14.761	2015
MWI	Malawi	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2011. Since 2011 we have used IMF staff?s and Malawian authorities? combined estimates for National Accounts data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Malawi kwacha Data last updated: 08/2017	1.743	1.922	2.160	2.492	2.961	3.373	3.811	4.446	5.927	7.282	8.183	10.712	11.244	15.809	18.177	37.037	60.552	75.943	94.325	135.772	180.022	214.233	268.066	312.677	378.564	432.930	543.785	620.422	747.723	873.982	1,047.336	1,252.750	1,501.733	2,011.120	2,569.691	3,200.562	3,919.395	4,595.571	5,237.771	5,920.937	6,682.295	7,408.066	8,088.828	2011
MWI	Malawi	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	2.146	2.146	2.046	2.121	2.095	1.962	2.048	2.013	2.314	2.639	2.999	3.821	3.120	3.591	2.081	2.423	3.956	4.619	3.036	3.080	3.023	2.967	3.496	3.211	3.476	3.656	3.998	4.431	5.321	6.195	6.957	7.984	5.981	5.432	6.055	6.406	5.489	6.261	6.738	7.117	7.642	8.223	8.874	2011
MYS	Malaysia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2016. Latest actual quarterly data as of 2017Q2. Latest actual annual data as of 2016. Notes: GDP was rebased by the National Statistical Office, new base year is 2010. The official series starts in 2010. Data prior to that is spliced based on the old series. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. Data prior to 2010 are spliced by the country team. Chain-weighted: No Primary domestic currency: Malaysian ringgit Data last updated: 09/2017	57.430	62.067	67.417	74.944	85.701	83.460	77.129	85.781	97.720	111.317	125.979	145.107	161.813	184.915	209.900	238.907	272.476	302.615	304.169	322.984	382.731	378.627	411.522	449.706	509.071	561.395	616.344	687.148	795.184	736.221	821.435	911.733	971.251	1,018.614	1,106.442	1,157.723	1,230.121	1,341.683	1,446.249	1,561.293	1,685.868	1,822.279	1,971.618	2016
MYS	Malaysia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	26.382	26.938	28.868	32.286	36.568	33.612	29.879	34.046	37.315	41.095	46.575	52.765	63.521	71.837	79.985	95.395	108.300	107.570	77.508	84.996	100.719	99.639	108.296	118.344	133.966	148.245	168.084	199.960	238.645	208.914	255.024	297.961	314.443	323.276	338.066	296.434	296.536	309.858	340.923	376.651	415.002	457.179	499.968	2016
MDV	Maldives	Gross domestic product, current prices	National currency	Billions	Source: Ministry of Finance or Treasury. National Bureau of Statistics Latest actual data: 2015. The last two years are estimated figures National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Production-based measure. Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Maldivian rufiyaa Data last updated: 09/2017	0.473	0.554	0.624	0.666	0.796	0.951	1.126	1.373	1.565	1.818	2.206	2.691	3.233	3.793	4.429	5.484	6.205	7.679	8.161	8.903	9.433	9.822	10.601	13.467	15.703	14.891	20.163	23.915	29.077	30.020	33.129	40.511	44.345	50.605	56.867	61.869	65.310	69.648	74.349	79.488	85.446	91.932	98.913	2015
MDV	Maldives	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.063	0.073	0.087	0.094	0.113	0.134	0.158	0.149	0.178	0.201	0.231	0.262	0.306	0.346	0.382	0.466	0.527	0.652	0.693	0.756	0.801	0.767	0.828	1.052	1.227	1.163	1.575	1.868	2.272	2.345	2.588	2.629	2.885	3.284	3.690	4.015	4.238	4.520	4.825	5.158	5.545	5.966	6.419	2015
MLI	Mali	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 Notes: National accounts have new methodology starting in 1990. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017	429.108	451.006	482.236	540.430	618.932	640.668	686.024	693.547	689.855	769.727	877.440	923.333	890.724	951.026	1,401.970	1,650.181	1,734.517	1,857.875	1,959.380	2,117.674	2,103.270	2,540.203	2,711.115	2,733.678	2,876.233	3,294.055	3,607.837	3,903.961	4,366.470	4,807.339	5,288.939	6,123.929	6,352.360	6,543.944	7,113.833	7,748.144	8,321.744	8,868.000	9,445.000	9,961.263	10,521.024	11,147.560	11,811.247	2016
MLI	Mali	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	2.031	1.660	1.468	1.418	1.416	1.426	1.981	2.308	2.316	2.827	3.223	3.285	3.373	3.362	2.575	3.337	3.416	3.208	3.328	3.444	2.963	3.468	3.903	4.713	5.452	6.256	6.906	8.157	9.797	10.207	10.699	12.990	12.450	13.250	14.411	13.107	14.040	14.998	16.340	17.299	18.289	19.304	20.453	2016
MLT	Malta	Gross domestic product, current prices	National currency	Billions	Source: Haver Analytics. Eurostat Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.768	2.882	3.123	3.330	3.569	4.137	4.263	4.512	4.759	4.852	5.149	5.386	5.757	6.129	6.139	6.600	6.838	7.163	7.642	8.455	9.274	9.943	10.650	11.330	11.986	12.647	13.318	14.022	2016
MLT	Malta	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.367	3.433	3.476	3.680	3.836	4.059	4.067	4.475	5.423	6.049	6.402	6.786	7.944	9.020	8.550	8.757	9.514	9.209	10.150	11.235	10.291	11.003	12.011	13.329	14.165	14.970	15.709	16.469	2016
MHL	Marshall Islands	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015/16 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: October/September Base year: 2003/04. Base year is Fiscal Year 2004 (Calendar Year 2003/2004). Chain-weighted: No Primary domestic currency: U.S. dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.106	0.109	0.108	0.111	0.115	0.125	0.127	0.131	0.138	0.144	0.151	0.153	0.153	0.165	0.173	0.185	0.191	0.183	0.180	0.194	0.199	0.205	0.211	0.217	0.224	0.230	2016
MHL	Marshall Islands	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.106	0.109	0.108	0.111	0.115	0.125	0.127	0.131	0.138	0.144	0.151	0.153	0.153	0.165	0.173	0.185	0.191	0.183	0.180	0.194	0.199	0.205	0.211	0.217	0.224	0.230	2016
MRT	Mauritania	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Mauritanian ouguiya Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	97.819	113.919	127.442	151.001	162.616	183.660	197.956	212.890	259.176	294.506	309.084	331.178	359.898	411.136	485.863	580.032	816.737	868.013	960.209	960.858	1,196.771	1,452.353	1,551.695	1,695.792	1,626.476	1,568.992	1,662.382	1,807.105	1,924.180	2,085.934	2,270.638	2,444.224	2,655.570	2014
MRT	Mauritania	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.213	1.390	1.464	1.250	1.316	1.415	1.443	1.402	1.371	1.406	1.294	1.296	1.324	1.563	1.831	2.184	3.041	3.331	3.947	3.670	4.330	5.176	5.234	5.724	5.391	4.844	4.729	4.985	5.058	5.222	5.490	5.786	6.154	2014
MUS	Mauritius	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 Notes: Figures for exports and imports of services are not equal to those compiled by the BOM, due to the difference in sectoral coverage and the treatment of FISIM by CSO and BOM. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 1999 Primary domestic currency: Mauritian rupee Data last updated: 09/2017	9.015	9.957	11.620	13.248	14.453	16.378	19.215	23.352	28.255	32.949	38.521	44.627	49.968	58.402	65.968	72.933	77.842	85.765	98.707	109.400	122.410	134.392	145.055	162.290	180.908	191.393	213.444	243.998	274.316	282.354	299.171	323.310	343.942	366.325	386.229	403.536	431.823	453.151	484.900	521.468	560.246	600.547	643.746	2016
MUS	Mauritius	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.173	1.115	1.069	1.132	1.047	1.061	1.432	1.813	2.103	2.161	2.596	2.851	3.211	3.309	3.673	4.195	4.337	4.073	4.114	4.344	4.663	4.614	4.841	5.817	6.579	6.489	6.732	7.792	9.641	8.835	9.718	11.263	11.446	11.932	12.613	11.511	12.150	12.273	12.874	13.595	14.357	15.114	15.928	2016
MEX	Mexico	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2008 Chain-weighted: No Primary domestic currency: Mexican peso Data last updated: 08/2017	5.049	6.921	11.143	20.071	33.090	53.673	88.097	217.616	441.803	583.238	786.389	1,011.547	1,202.842	1,493.816	1,714.318	2,224.726	3,002.992	3,775.280	4,590.271	5,501.848	6,426.239	6,815.842	7,265.385	7,695.624	8,693.240	9,441.350	10,538.115	11,403.263	12,256.863	12,093.890	13,282.061	14,550.014	15,626.907	16,118.031	17,259.799	18,261.422	19,539.870	21,794.230	23,531.906	24,973.559	26,484.990	28,176.098	29,912.524	2016
MEX	Mexico	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	220.100	282.684	205.148	167.250	197.237	209.299	144.912	158.915	194.412	236.922	279.595	335.183	388.709	479.520	507.928	346.584	395.160	476.770	502.457	575.475	679.625	729.555	752.425	713.283	770.270	866.346	966.867	1,043.472	1,101.274	894.950	1,051.128	1,171.185	1,186.602	1,261.983	1,298.466	1,152.266	1,046.925	1,142.453	1,249.972	1,321.338	1,392.916	1,470.791	1,550.666	2016
FSM	Micronesia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2014/15 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: October/September Base year: 2004 Chain-weighted: No Primary domestic currency: U.S. dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.222	0.219	0.207	0.219	0.221	0.234	0.241	0.243	0.246	0.241	0.251	0.254	0.257	0.264	0.280	0.297	0.311	0.326	0.316	0.318	0.315	0.323	0.329	0.337	0.344	0.349	0.355	0.360	2015
FSM	Micronesia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.222	0.219	0.207	0.219	0.221	0.234	0.241	0.243	0.246	0.241	0.251	0.254	0.257	0.264	0.280	0.297	0.311	0.326	0.316	0.318	0.315	0.323	0.329	0.337	0.344	0.349	0.355	0.360	2015
